34D	Woodson School of Challenge		13	92.9	348	323	333	671	1004	12	80.0	333	338	373	671	1044	7	77.8	386	343	376	729	1105																																																																																																																																																																																	
350	Franklin County 		223	52.0	478	463	455	941	1396	203	48.2	472	471	458	943	1401	222	40.9	487	475	463	962	1425																																																																																																																																																																																	
	308	Bunn High	89	54.3	492	468	457	960	1417	81	49.7	484	477	457	961	1418	85	46.2	498	487	464	985	1449																																																																																																																																																																																	
	321	Franklinton High	80	49.1	468	458	451	926	1377	72	54.1	445	453	445	898	1343	74	41.3	477	465	467	942	1409																																																																																																																																																																																	
	336	Louisburg High	54	52.9	472	464	458	936	1394	50	40.0	489	485	478	974	1452	63	35.0	483	473	457	956	1413																																																																																																																																																																																	
360	Gaston County 		982	51.3	501	481	465	982	1447	1053	55.2	492	478	463	970	1433	1044	52.4	499	480	466	979	1445																																																																																																																																																																																	
	310	Ashbrook High	183	56.0	515	493	473	1008	1481	169	59.3	483	470	455	953	1408	168	56.6	500	491	473	991	1464																																																																																																																																																																																	
	336	Bessemer City High	45	33.6	448	429	425	877	1302	53	37.3	465	454	435	919	1354	39	31.7	487	477	459	964	1423																																																																																																																																																																																	
	360	Cherryville Sr High	43	43.9	483	451	433	934	1367	51	42.1	506	488	462	994	1456	55	38.7	522	483	469	1005	1474																																																																																																																																																																																	
	390	East Gaston High	140	45.2	505	482	476	987	1463	156	52.3	487	468	459	955	1414	140	54.1	486	461	456	947	1403																																																																																																																																																																																	
	396	Forestview High	163	60.6	517	494	476	1011	1487	199	70.8	501	490	479	991	1470	179	66.1	500	481	468	981	1449																																																																																																																																																																																	
	418	Highlands School	108	87.1	532	510	489	1042	1531	101	82.1	531	511	494	1042	1536	114	86.4	518	492	474	1010	1484																																																																																																																																																																																	
	428	Hunter Huss High	86	40.8	441	442	429	883	1312	88	45.1	440	439	415	879	1294	73	34.9	458	452	441	910	1351																																																																																																																																																																																	
	470	North Gaston High	84	43.3	479	453	442	932	1374	94	42.5	490	461	449	951	1400	87	33.2	479	449	428	928	1356																																																																																																																																																																																	
	494	South Point High	130	56.8	513	497	473	1010	1483	142	63.4	511	501	484	1012	1496	189	64.9	519	502	489	1021	1510																																																																																																																																																																																	
36B	Piedmont Comm Charter																8	57.1	495	471	473	966	1439																																																																																																																																																																																	
370	Gates County 		56	55.4	498	466	459	964	1423	83	53.2	479	460	452	939	1391	54	40.0	495	465	455	960	1415																																																																																																																																																																																	
	312	Gates County Sr High	56	55.4	498	466	459	964	1423	83	53.2	479	460	452	939	1391	54	40.0	495	465	455	960	1415																																																																																																																																																																																	
380	Graham County 		39	52.7	498	472	485	970	1455	38	43.2	490	480	478	970	1448	28	44.4	483	483	462	966	1428																																																																																																																																																																																	
	308	Robbinsville High	39	52.7	498	472	485	970	1455	38	43.2	490	480	478	970	1448	28	44.4	483	483	462	966	1428																																																																																																																																																																																	
390	Granville County 		234	52.6	502	478	468	980	1448	258	56.1	490	479	469	969	1438	291	53.1	476	467	448	943	1391																																																																																																																																																																																	
	324	J F Webb High	90	51.1	512	480	461	992	1453	82	55.0	499	484	468	983	1451	100	50.0	482	465	444	947	1391																																																																																																																																																																																	
	352	South Granville High	93	56.0	496	490	481	986	1467	100	52.6	491	478	471	969	1440																																																																																																																																																																																								
	700	Jf Webb High	39	54.2	489	441	453	930	1383	46	59.7	482	469	465	951	1416	47	64.4	487	470	465	957	1422																																																																																																																																																																																	
	704	S Granville H	12	38.7	518	494	473	1012	1485	30	68.2	475	484	476	959	1435	41	47.7	460	457	445	917	1362																																																																																																																																																																																	
	705	S Granville Bus & Gl 															29	29.9	458	461	442	919	1361																																																																																																																																																																																	
	706	S Granville Eng & Ap 															13	14.6	462	464	404	926	1330																																																																																																																																																																																	
400	Greene County 		68	46.3	467	446	441	913	1354	78	43.1	474	441	441	915	1356	87	51.5	474	459	445	933	1378																																																																																																																																																																																	
	308	Greene Central High	68	46.3	467	446	441	913	1354	78	43.1	474	441	441	915	1356	87	51.5	474	459	445	933	1378																																																																																																																																																																																	
410	Guilford County 		2923	70.3	504	490	482	994	1476	3089	70.7	498	487	479	985	1464	2984	65.0	503	488	480	991	1471																																																																																																																																																																																	
	319	T Wingate Andrews High	160	66.7	447	438	436	885	1321	131	57.7	420	422	411	842	1253	125	58.7	436	433	422	869	1291																																																																																																																																																																																	
	326	Middle Col Hs Bennett 	*	*	*	*	*	*	*	10	37.0	366	405	408	771	1179	12	41.4	399	375	365	774	1139																																																																																																																																																																																	
	355	Dudley High	180	67.2	425	413	408	838	1246	205	85.1	437	424	420	861	1281	145	53.7	438	417	418	855	1273																																																																																																																																																																																	
	358	Eastern Guilford High	83	54.6	476	451	440	927	1367	97	57.7	462	439	429	901	1330	95	54.9	473	460	442	933	1375																																																																																																																																																																																	
	390	GC Middle College High	40	88.9	504	508	501	1012	1513	54	90.0	506	509	489	1015	1504	46	80.7	460	461	458	921	1379																																																																																																																																																																																	
	394	Grimsley High	332	89.0	558	557	546	1115	1661	326	86.9	547	548	535	1095	1630	281	70.8	557	544	539	1101	1640																																																																																																																																																																																	
	395	Guilford Early College	48	114.3	638	634	602	1272	1874	44	97.8	629	656	642	1285	1927	50	102.0	639	640	628	1279	1907																																																																																																																																																																																	
	399	GTCC Mid Col Greensboro								6	19.4	413	433	415	846	1261	6	22.2	492	512	460	1004	1464																																																																																																																																																																																	
	401	GTCC Mid Col Jamestown	15	37.5	505	568	499	1073	1572	11	35.5	476	465	457	941	1398	12	37.5	473	473	441	946	1387																																																																																																																																																																																	
	406	High Pt Central High	168	77.8	488	466	458	954	1412	205	84.0	477	457	454	934	1388	168	66.7	497	481	478	978	1456																																																																																																																																																																																	
	407	Academy at High Point								1	5.3	480	440	420	920	1340	6	24.0	412	422	392	834	1226																																																																																																																																																																																	
	408	High Pt GTCC MCH								8	16.7	465	446	446	911	1357	11	28.9	459	457	414	916	1330																																																																																																																																																																																	
	483	Mid Col High NC A & T	5	13.9	328	354	308	682	990	12	32.4	381	375	336	756	1092	11	57.9	335	346	323	681	1004																																																																																																																																																																																	
	484	Northeast High	139	71.3	486	461	453	947	1400	119	53.1	450	441	434	891	1325	144	55.6	459	449	431	908	1339																																																																																																																																																																																	
	490	Northwest High	344	71.5	565	541	536	1106	1642	424	79.3	558	543	535	1101	1636	402	77.2	558	532	529	1090	1619																																																																																																																																																																																	
	508	Page High	242	73.6	500	490	486	990	1476	274	80.1	491	483	477	974	1451	249	72.4	507	497	494	1004	1498																																																																																																																																																																																	
	529	Lucy Ragsdale High	212	72.4	508	486	484	994	1478	207	68.3	513	489	484	1002	1486	198	68.0	508	487	487	995	1482																																																																																																																																																																																	
	544	Ben L Smith High	166	56.1	431	414	403	845	1248	150	61.2	412	392	390	804	1194	137	49.5	437	408	398	845	1243																																																																																																																																																																																	
	545	Smith Academy								7	22.6	411	427	419	838	1257	30	65.2	416	396	387	812	1199																																																																																																																																																																																	
	547	Southeast High	196	70.3	484	467	456	951	1407	168	73.7	499	483	469	982	1451	209	69.9	490	474	460	964	1424																																																																																																																																																																																	
	556	Southern High	104	65.8	465	458	451	923	1374	107	60.1	468	456	444	924	1368	119	50.6	448	441	429	889	1318																																																																																																																																																																																	
	562	Southwest High	212	81.2	515	491	479	1006	1485	214	76.4	494	483	476	977	1453	194	70.0	494	476	462	970	1432																																																																																																																																																																																	
	589	P J Weaver Ed Center 	30	88.2	527	570	548	1097	1645	62	88.6	535	582	543	1117	1660	60	93.8	545	563	530	1108	1638																																																																																																																																																																																	
	595	Western High	245	81.4	521	502	501	1023	1524	247	76.2	520	499	497	1019	1516	274	77.4	530	515	513	1045	1558																																																																																																																																																																																	
420	Halifax County 		119	35.4	410	403	400	813	1213	110	34.7	412	394	387	806	1193	131	43.4	408	397	394	805	1199																																																																																																																																																																																	
	346	Northwest High	68	36.2	415	405	398	820	1218	65	33.7	422	393	395	815	1210	81	44.8	416	398	399	814	1213																																																																																																																																																																																	
	358	Southeast Halifax High	51	34.5	402	400	403	802	1205	45	36.3	396	395	375	791	1166	49	40.5	396	394	383	790	1173																																																																																																																																																																																	
421	Roanoke Rapids City 		100	59.5	483	464	466	947	1413	111	62.4	484	467	453	951	1404	95	54.3	498	485	471	983	1454																																																																																																																																																																																	
	316	Roanake Rapids High	100	59.5	483	464	466	947	1413	111	62.4	484	467	453	951	1404	95	54.3	498	485	471	983	1454																																																																																																																																																																																	
422	Weldon City 		40	65.6	404	386	391	790	1181	30	54.5	386	350	366	736	1102	39	60.0	409	379	373	788	1161																																																																																																																																																																																	
	324	Weldon High	40	65.6	404	386	391	790	1181	30	54.5	386	350	366	736	1102	39	60.0	409	379	373	788	1161																																																																																																																																																																																	
430	Harnett County 		429	49.7	492	473	457	965	1422	440	49.3	484	475	451	959	1410	422	46.3	485	470	450	955	1405																																																																																																																																																																																	
	346	Harnett Central High	143	58.6	516	490	470	1006	1476	138	55.6	520	502	478	1022	1500	130	48.9	513	478	463	991	1454																																																																																																																																																																																	
	371	Overhills High	63	38.9	478	482	470	960	1430	81	44.8	451	442	427	893	1320	103	48.8	457	465	437	922	1359																																																																																																																																																																																	
	378	Triton High	125	49.2	478	448	432	926	1358	114	46.7	473	457	435	930	1365	86	38.7	479	456	448	935	1383																																																																																																																																																																																	
	384	Western Harnett High	98	49.2	487	472	459	959	1418	107	50.2	473	483	449	956	1405	103	50.5	484	477	449	961	1410																																																																																																																																																																																	
440	Haywood County 		255	55.7	534	500	486	1034	1520	267	56.9	528	504	487	1032	1519	236	49.8	547	511	503	1058	1561																																																																																																																																																																																	
	326	Central Haywood High 															1	8.3																																																																																																																																																																																						
	378	Pisgah High	92	47.7	526	490	484	1016	1500	106	53.3	515	491	481	1006	1487	94	43.7	524	499	494	1023	1517																																																																																																																																																																																	
	390	Tuscola High	162	63.3	541	506	487	1047	1534	161	63.1	536	512	491	1048	1539	141	57.1	563	519	509	1082	1591																																																																																																																																																																																	
450	Henderson County 		388	51.8	534	511	489	1045	1534	445	56.8	536	517	503	1053	1556	422	52.4	538	517	498	1055	1553																																																																																																																																																																																	
	316	East Henderson High	98	45.4	540	514	487	1054	1541	98	49.0	534	514	486	1048	1534	96	39.8	550	523	506	1073	1579																																																																																																																																																																																	
	334	Hendersonville High	81	66.9	545	520	504	1065	1569	112	66.7	550	543	537	1093	1630	100	68.5	550	527	519	1077	1596																																																																																																																																																																																	
	341	North Henderson High	85	47.2	502	480	460	982	1442	90	52.9	521	501	496	1022	1518	85	49.1	520	489	475	1009	1484																																																																																																																																																																																	
	352	West Henderson High	124	56.6	545	524	502	1069	1571	145	62.8	537	510	491	1047	1538	141	58.5	534	523	493	1057	1550																																																																																																																																																																																	
460	Hertford County 		89	46.4	417	408	402	825	1227	107	48.2	415	407	401	822	1223	97	43.7	426	408	396	834	1230																																																																																																																																																																																	
	320	Hertford County High	89	46.4	417	408	402	825	1227	107	48.2	415	407	401	822	1223	97	43.7	426	408	396	834	1230																																																																																																																																																																																	
470	Hoke County 		141	48.1	439	425	417	864	1281	165	51.7	434	436	414	870	1284	205	60.5	420	412	403	832	1235																																																																																																																																																																																	
	312	Hoke County High	141	49.1	439	425	417	864	1281	165	52.4	434	436	414	870	1284	205	61.9	420	412	403	832	1235																																																																																																																																																																																	
480	Hyde County 		13	40.6	488	470	437	958	1395	27	60.0	497	445	449	942	1391	21	47.7	502	465	433	967	1400																																																																																																																																																																																	
	307	Mattamu-  stkeet High	7	25.9	491	440	415	931	1346	20	52.6	528	453	452	981	1433	16	41.0	494	438	421	932	1353																																																																																																																																																																																	
	316	Ocracoke	6	120.0	483	505	454	988	1442	7	100.0	411	424	439	835	1274	5	100.0	528	554	472	1082	1554																																																																																																																																																																																	
490	Iredell-Statesville 		527	52.2	537	500	493	1037	1530	652	55.9	538	507	492	1045	1537	655	55.0	543	513	492	1056	1548																																																																																																																																																																																	
	335	Lake Norman High	237	87.8	548	511	505	1059	1564	302	89.1	549	520	505	1069	1574	310	82.0	555	532	507	1087	1594																																																																																																																																																																																	
	346	North Iredell High	70	38.5	526	497	488	1023	1511	85	44.0	527	505	487	1032	1519	91	46.4	525	496	481	1021	1502																																																																																																																																																																																	
	354	Statesville High	107	44.2	543	506	501	1049	1550	108	43.7	533	489	480	1022	1502	98	40.8	544	504	489	1048	1537																																																																																																																																																																																	
	362	South Iredell High	54	38.6	504	461	449	965	1414	74	45.1	527	492	482	1019	1501	84	44.4	545	498	476	1043	1519																																																																																																																																																																																	
	380	West Iredell High	59	34.1	523	487	476	1010	1486	83	38.2	520	497	474	1017	1491	72	40.7	512	484	466	996	1462																																																																																																																																																																																	
491	Mooresville City 		184	63.7	537	501	494	1038	1532	172	56.8	517	497	488	1014	1502	229	62.9	513	492	479	1005	1484																																																																																																																																																																																	
	312	Mooresville Sr High	184	63.7	537	501	494	1038	1532	172	56.8	517	497	488	1014	1502	229	62.9	513	492	479	1005	1484																																																																																																																																																																																	
500	Jackson County 		92	55.8	510	503	481	1013	1494	114	53.0	502	487	474	989	1463	120	55.6	496	488	461	984	1445																																																																																																																																																																																	
	316	Blue Ridge School	14	58.3	448	469	435	917	1352	13	65.0	442	431	406	873	1279	12	52.2	428	447	400	875	1275																																																																																																																																																																																	
	340	Smoky Mountain High	78	55.3	522	509	489	1031	1520	101	55.2	509	494	483	1003	1486	108	59.0	504	492	468	996	1464																																																																																																																																																																																	
510	Johnston County 		665	50.4	525	498	486	1023	1509	687	50.0	517	495	482	1012	1494	697	45.6	521	498	479	1019	1498																																																																																																																																																																																	
	324	Clayton High	213	64.2	533	501	492	1034	1526	205	65.9	515	493	483	1008	1491	215	56.6	517	500	480	1017	1497																																																																																																																																																																																	
	357	Johnston Middle Coll 	6	27.3	568	540	523	1108	1631	13	31.7	492	485	463	977	1440	14	31.8	534	529	482	1063	1545																																																																																																																																																																																	
	368	North Johnston High	49	35.0	521	466	464	987	1451	50	39.7	540	500	482	1040	1522	48	33.1	544	479	477	1023	1500																																																																																																																																																																																	
	376	Princeton High	36	49.3	537	533	503	1070	1573	33	47.8	512	465	478	977	1455	22	38.6	514	487	496	1001	1497																																																																																																																																																																																	
	399	Smithfield-Selma High	147	52.5	515	492	476	1007	1483	144	59.3	501	486	463	987	1450	132	51.4	511	489	461	1000	1461																																																																																																																																																																																	
	402	South Johnston High	77	43.8	519	494	489	1013	1502	75	35.0	521	505	497	1026	1523	66	28.9	525	492	480	1017	1497																																																																																																																																																																																	
	406	West Johnston High	137	46.4	522	504	486	1026	1512	167	45.5	529	506	492	1035	1527	200	48.3	525	508	487	1033	1520																																																																																																																																																																																	
520	Jones County 		38	52.8	437	437	434	874	1308	32	42.1	457	448	426	905	1331	23	38.3	458	444	421	902	1323																																																																																																																																																																																	
	320	Jones Senior High	38	52.8	437	437	434	874	1308	32	42.1	457	448	426	905	1331	23	38.3	458	444	421	902	1323																																																																																																																																																																																	
530	Lee County 		230	48.5	519	485	478	1004	1482	244	52.5	509	494	468	1003	1471	270	54.5	501	473	456	974	1430																																																																																																																																																																																	
	336	Lee County Sr High	226	47.7	520	484	478	1004	1482	172	62.8	509	501	475	1010	1485	178	62.7	506	478	461	984	1445																																																																																																																																																																																	
	343	Southern Lee High 	*	*	*	*	*	*	*	72	39.1	507	477	451	984	1435	92	45.5	493	465	446	958	1404																																																																																																																																																																																	
	53A	Provisions Acad Charter															1	5.6																																																																																																																																																																																						
540	Lenoir County 		263	49.0	500	473	453	973	1426	254	46.4	487	456	443	943	1386	234	39.3	494	465	452	959	1411																																																																																																																																																																																	
	315	Kinston High	117	62.9	478	461	439	939	1378	99	52.1	493	457	450	950	1400	103	49.3	476	443	429	919	1348																																																																																																																																																																																	
	324	North Lenoir High	86	46.5	521	483	456	1004	1460	91	46.0	464	448	428	912	1340	73	35.6	488	460	449	948	1397																																																																																																																																																																																	
	336	South Lenoir High	60	40.3	513	484	475	997	1472	64	46.4	512	466	452	978	1430	58	35.8	533	509	498	1042	1540																																																																																																																																																																																	
550	Lincoln County 		354	47.8	516	481	470	997	1467	407	52.0	508	476	467	984	1451	432	54.4	504	474	460	978	1438																																																																																																																																																																																	
	320	East Lincoln High	102	61.8	517	482	465	999	1464	127	63.8	505	472	464	977	1441	122	64.6	505	474	456	979	1435																																																																																																																																																																																	
	332	Lincolnton High	65	37.8	511	482	475	993	1468	64	39.8	496	483	484	979	1463	71	38.4	505	477	456	982	1438																																																																																																																																																																																	
	344	North Lincoln High	115	61.8	526	485	478	1011	1489	132	63.2	529	482	471	1011	1482	142	64.8	510	478	476	988	1464																																																																																																																																																																																	
	368	West Lincoln High	72	33.2	504	470	458	974	1432	84	39.4	490	468	450	958	1408	97	48.3	494	468	446	962	1408																																																																																																																																																																																	
55A	Lincoln Charter		7	58.3	436	483	456	919	1375	10	47.6	414	385	385	799	1184	26	72.2	502	476	478	978	1456																																																																																																																																																																																	
560	Macon County 		149	63.9	506	502	474	1008	1482	135	57.9	524	512	492	1036	1528	135	57.0	512	490	465	1002	1467																																																																																																																																																																																	
	320	Franklin High	122	66.7	502	495	465	997	1462	107	55.7	522	511	492	1033	1525	119	58.6	508	485	460	993	1453																																																																																																																																																																																	
	324	Highlands School	25	58.1	537	541	519	1078	1597	21	65.6	555	532	505	1087	1592	13	46.4	557	545	524	1102	1626																																																																																																																																																																																	
	332	Nantahala School	*	*	*	*	*	*	*	7	77.8	463	471	463	934	1397	3	50.0	. 	. 	. 	 	.																																																																																																																																																																																	
570	Madison County 		66	45.5	527	501	468	1028	1496	77	50.3	527	507	467	1034	1501	61	46.6	505	486	466	991	1457																																																																																																																																																																																	
	318	Madison High	66	45.5	527	501	468	1028	1496	77	50.3	527	507	467	1034	1501	61	46.6	505	486	466	991	1457																																																																																																																																																																																	
580	Martin County 		143	51.1	498	466	461	964	1425	130	52.6	486	459	439	945	1384	131	46.5	489	447	434	936	1370																																																																																																																																																																																	
	304	Bear Grass High	19	51.4	539	496	474	1035	1509	24	64.9	500	493	442	993	1435	17	47.2	586	500	494	1086	1580																																																																																																																																																																																	
	328	Jamesville High	17	48.6	513	484	481	997	1478	22	46.8	534	473	452	1007	1459	16	47.1	535	508	463	1043	1506																																																																																																																																																																																	
	344	Roanoke High	37	48.1	474	447	439	921	1360	34	46.6	450	432	406	882	1288	36	41.9	451	414	391	865	1256																																																																																																																																																																																	
	368	Williamston High	70	53.4	496	464	464	960	1424	50	55.6	484	454	452	938	1390	62	49.2	473	437	435	910	1345																																																																																																																																																																																	
590	McDowell County 		163	44.4	506	488	478	994	1472	162	45.4	500	483	470	983	1453	157	40.4	506	492	470	998	1468																																																																																																																																																																																	
	330	McDowell High	163	44.4	506	488	478	994	1472	162	45.4	500	483	470	983	1453	157	40.4	506	492	470	998	1468																																																																																																																																																																																	
600	Charlotte-Mecklenburg County 		4506	68.7	504	491	481	995	1476	4713	70.2	503	493	480	996	1476	4656	68.4	510	496	483	1006	1489																																																																																																																																																																																	
	302	Ardrey Kell High School							  	7		487	471	429	958	1417	264	84.9	555	529	521	1084	1605																																																																																																																																																																																	
	361	David W Butler High	321	70.2	524	514	502	1038	1540	390	80.9	511	509	494	1020	1514	400	76.6	529	510	495	1039	1534																																																																																																																																																																																	
	376	E E Waddell High	68	35.6	422	428	409	850	1259	64	34.4	442	432	414	874	1288	66	41.0	457	453	439	910	1349																																																																																																																																																																																	
	377	East Mecklenburg High	342	73.4	496	495	486	991	1477	314	73.9	499	483	472	982	1454	268	68.7	518	507	491	1025	1516																																																																																																																																																																																	
	386	Midwood High	*	*	*	*	*	*	*	9	27.3	377	376	347	753	1100	7	25.9	429	414	403	843	1246																																																																																																																																																																																	
	396	Garinger High	124	45.9	420	420	420	840	1260	147	52.3	441	426	421	867	1288	113	50.7	426	425	407	851	1258																																																																																																																																																																																	
	405	Harding Univ High	231	74.5	481	464	456	945	1401	235	76.5	465	460	447	925	1372	233	74.2	457	456	445	913	1358																																																																																																																																																																																	
	415	Hopewell High	333	72.2	497	484	474	981	1455	340	67.7	500	494	485	994	1479	360	70.9	496	484	472	980	1452																																																																																																																																																																																	
	426	Independence High	320	65.0	469	461	444	930	1374	295	65.7	459	458	440	917	1357	245	60.8	460	460	438	920	1358																																																																																																																																																																																	
	439	Derita Alternative 															1	3.7	. 	. 	. 	 	.																																																																																																																																																																																	
	445	Mallard Creek High															3		407	340	420	747	1167																																																																																																																																																																																	
	466	Myers Park High	439	77.6	574	556	547	1130	1677	446	82.6	575	560	547	1135	1682	511	82.0	584	570	557	1154	1711																																																																																																																																																																																	
	480	North Mecklenburg High	417	73.5	531	519	506	1050	1556	498	77.4	533	524	510	1057	1567	496	75.8	534	515	503	1049	1552																																																																																																																																																																																	
	482	Northwest High	71	50.7	481	508	492	989	1481	86	61.9	484	532	509	1016	1525	80	65.6	499	520	502	1019	1521																																																																																																																																																																																	
	490	Olympic High5	176	57.7	459	443	427	902	1329	86	 	487	468	440	955	1395	42		539	489	475	1028	1503																																																																																																																																																																																	
	496	Phillip Berry Acad 	178	69.8	436	428	410	864	1274	160	79.2	430	422	398	852	1250	193	76.6	422	414	398	836	1234																																																																																																																																																																																	
	498	Performance Learning								17	41.5	469	514	468	983	1451	23	46.0	471	481	463	952	1415																																																																																																																																																																																	
	508	Providence High	501	93.3	563	547	537	1110	1647	535	93.2	565	548	537	1113	1650	398	92.6	577	550	549	1127	1676																																																																																																																																																																																	
	535	South Mecklenburg High	459	85.3	528	501	494	1029	1523	456	82.3	525	508	490	1033	1523	257	72.8	525	502	486	1027	1513																																																																																																																																																																																	
	576	West Charlotte High	147	60.5	399	390	391	789	1180	128	56.4	393	392	387	785	1172	157	48.8	416	397	392	813	1205																																																																																																																																																																																	
	579	West Mecklenburg High	120	48.6	453	430	411	883	1294	132	43.9	436	427	408	863	1271	104	38.4	457	436	428	893	1321																																																																																																																																																																																	
	592	Zebulon B Vance High	255	61.4	470	462	456	932	1388	273	62.3	463	453	446	916	1362	241	57.4	467	462	445	929	1374																																																																																																																																																																																	
	693	Renaissance Olympic 								29	37.2	439	448	433	887	1320	42	60.9	469	486	457	955	1412																																																																																																																																																																																	
	695	Int Global Econ Olym 			 					9	24.3	442	464	412	906	1318	39	60.0	457	478	448	935	1383																																																																																																																																																																																	
	696	Int Bus Comm Olympic 								33	60.0	422	399	391	821	1212	59	75.6	431	443	413	874	1287																																																																																																																																																																																	
	697	Biotech Hlth Pa Olym 					 			24	35.3	453	424	429	877	1306	54	75.0	449	433	429	882	1311																																																																																																																																																																																	
60C	Kennedy Charter		*	*	*	*	*	*	*	2	7.7	.	.	.	.	.	17	21.5	362	339	314	701	1015																																																																																																																																																																																	
60H Crossroads Charter 	Crossroads Charter		*	*	*	*	*	*	*	11	24.4	365	384	357	749	1106	11	40.7	343	360	318	703	1021																																																																																																																																																																																	
610	Mitchell County 		57	36.8	519	512	499	1031	1530	51	42.1	498	512	498	1010	1508	63	45.3	510	521	492	1031	1523																																																																																																																																																																																	
	334	Mitchell High	57	36.8	519	512	499	1031	1530	51	42.1	498	512	498	1010	1508	63	45.3	510	521	492	1031	1523																																																																																																																																																																																	
620	Montgomery County 		117	49.0	468	441	432	909	1341	119	44.9	457	429	423	886	1309	139	49.5	444	423	409	867	1276																																																																																																																																																																																	
	316	East Montgomery High	47	50.0	454	428	418	882	1300	52	43.0	451	423	419	874	1293	72	55.8	422	404	393	826	1219																																																																																																																																																																																	
	340	West Montgomery High	70	48.3	478	450	441	928	1369	67	47.2	462	434	426	896	1322	67	48.9	469	442	427	911	1338																																																																																																																																																																																	
630	Moore County 		344	47.6	536	510	498	1046	1544	429	57.5	535	518	501	1053	1554	465	51.7	536	503	489	1039	1528																																																																																																																																																																																	
	330	Pinckney Academy															1	16.7																																																																																																																																																																																						
	332	North Moore High	45	38.1	499	479	455	978	1433	48	40.3	531	506	500	1037	1537	52	34.7	518	490	482	1008	1490																																																																																																																																																																																	
	336	Pinecrest High	210	60.5	544	513	502	1057	1559	250	66.0	534	520	501	1054	1555	256	60.1	550	512	498	1062	1560																																																																																																																																																																																	
	360	Union Pines High	89	35.5	536	517	506	1053	1559	131	53.3	539	518	504	1057	1561	156	49.1	520	493	477	1013	1490																																																																																																																																																																																	
640	Nash-Rocky Mount 		493	46.9	495	474	459	969	1428	494	46.0	486	463	453	949	1402	475	44.2	495	473	455	968	1423																																																																																																																																																																																	
	346	Nash Central High	123	47.3	497	475	461	972	1433	103	46.4	475	455	442	930	1372	116	45.3	486	453	443	939	1382																																																																																																																																																																																	
	347	Nrm Early College H 															8	26.7	505	519	473	1024	1497																																																																																																																																																																																	
	350	Northern Nash High	138	54.1	479	468	442	947	1389	142	52.0	493	473	464	966	1430	132	51.0	485	474	457	959	1416																																																																																																																																																																																	
	361	Rocky Mount High	137	56.6	509	472	465	981	1446	129	52.0	486	459	460	945	1405	128	52.7	515	480	465	995	1460																																																																																																																																																																																	
	364	Southern Nash Sr High	95	39.3	497	485	471	982	1453	120	42.4	486	462	441	948	1389	91	31.8	493	484	454	977	1431																																																																																																																																																																																	
64A	Rocky Mount Prep 		9	47.4	469	472	448	941	1389	24	75.0	469	455	428	924	1352	22	56.4	523	498	471	1021	1492																																																																																																																																																																																	
650	New Hanover County 		939	62.8	529	499	488	1028	1516	1030	70.5	517	500	491	1017	1508	948	63.4	524	505	492	1029	1521																																																																																																																																																																																	
	326	Emsley A Laney High	220	59.5	507	485	469	992	1461	254	63.5	501	482	476	983	1459	219	59.0	510	497	480	1007	1487																																																																																																																																																																																	
	327	Eugene Ashley High	190	57.4	518	483	468	1001	1469	198	63.3	520	497	487	1017	1504	168	55.8	512	496	483	1008	1491																																																																																																																																																																																	
	342	John T Hoggard High	326	78.0	572	531	529	1103	1632	356	92.7	545	524	515	1069	1584	346	82.2	551	522	509	1073	1582																																																																																																																																																																																	
	352	New Hanover High	203	60.2	495	480	463	975	1438	222	66.3	486	486	471	972	1443	215	60.4	504	494	483	998	1481																																																																																																																																																																																	
660	Northampton County 		112	54.4	411	397	394	808	1202	136	62.7	404	396	389	800	1189	123	61.2	411	401	401	812	1213																																																																																																																																																																																	
	324	Northampton High West	56	54.4	416	395	394	811	1205	70	72.9	405	387	377	792	1169	58	82.9	403	395	405	798	1203																																																																																																																																																																																	
	336	Northampton High East	56	54.4	407	399	394	806	1200	66	55.5	403	404	403	807	1210	65	50.0	419	407	398	826	1224																																																																																																																																																																																	
670	Onslow County 		657	51.3	516	487	473	1003	1476	671	53.6	500	485	464	985	1449	657	51.0	508	488	465	996	1461																																																																																																																																																																																	
	320	Dixon High	41	45.1	497	478	479	975	1454	64	53.8	476	466	448	942	1390	70	56.0	520	511	494	1031	1525																																																																																																																																																																																	
	324	Jacksonville High	141	57.8	515	485	468	1000	1468	169	76.1	501	485	459	986	1445	157	62.3	496	471	447	967	1414																																																																																																																																																																																	
	333	Northside High	94	52.8	507	490	481	997	1478	93	51.7	477	466	452	943	1395	94	50.5	497	480	467	977	1444																																																																																																																																																																																	
	340	Richlands High	73	48.7	527	493	478	1020	1498	60	40.3	518	507	483	1025	1508	71	40.6	507	502	467	1009	1476																																																																																																																																																																																	
	344	Southwest High	79	46.2	494	457	439	951	1390	84	54.2	484	465	435	949	1384	76	49.0	475	456	429	931	1360																																																																																																																																																																																	
	352	Swansboro High	87	49.2	534	495	488	1029	1517	85	40.7	507	490	469	997	1466	78	46.2	528	510	480	1038	1518																																																																																																																																																																																	
	364	White Oak High	142	52.6	525	496	480	1021	1501	116	53.2	529	512	497	1041	1538	111	49.3	539	500	482	1039	1521																																																																																																																																																																																	
680	Orange County 		243	65.9	535	518	506	1053	1559	280	72.7	525	515	501	1040	1541	347	77.5	530	513	496	1043	1539																																																																																																																																																																																	
	310	Cedar Ridge High 	134	72.8	541	532	522	1073	1595	154	77.8	541	532	520	1073	1593	186	82.3	529	516	500	1045	1545																																																																																																																																																																																	
