	336	Charles D Owen High	105	58.3	527	504	493	1031	1524	92	59.4	533	522	498	1055	1553	101	60.5	539	521	500	1060	1560																																																																																																																																																																																	
	340	Clyde A Erwin High	61	33.9	530	486	469	1016	1485	101	45.1	514	473	453	987	1440	94	41.0	509	483	456	992	1448																																																																																																																																																																																	
	352	Enka High	142	58.9	517	499	489	1016	1505	168	61.3	517	511	487	1028	1515	129	52.2	510	501	481	1011	1492																																																																																																																																																																																	
	380	North Buncombe High	136	53.5	563	498	493	1061	1554	132	62.0	553	507	493	1060	1553	101	51.5	552	517	507	1069	1576																																																																																																																																																																																	
	416	T C Roberson High	221	69.3	558	521	507	1079	1586	194	64.7	555	533	520	1088	1608	217	73.8	562	538	533	1100	1633																																																																																																																																																																																	
111	Asheville City		135	68.9	567	557	535	1124	1659	188	76.1	525	531	512	1056	1568	195	81.9	527	539	505	1066	1571																																																																																																																																																																																	
	302	Asheville High	135	68.9	567	557	535	1124	1659	188	76.1	525	531	512	1056	1568	195	81.9	527	539	505	1066	1571																																																																																																																																																																																	
120	Burke County		343	40.5	523	499	480	1022	1502	333	40.5	524	503	487	1027	1514	370	40.9	521	492	472	1013	1485																																																																																																																																																																																	
	310	Burke Middle College 															20	66.7	501	496	505	997	1502																																																																																																																																																																																	
	314	East Burke High	140	36.0	529	491	479	1020	1499	128	33.2	529	510	489	1039	1528	158	41.5	516	480	453	996	1449																																																																																																																																																																																	
	318	Freedom High	203	45.8	518	504	481	1022	1503	205	50.2	521	499	486	1020	1506	178	49.3	528	503	484	1031	1515																																																																																																																																																																																	
	370	Robert L Patton High 															14	15.6	501	496	479	997	1476																																																																																																																																																																																	
130	Cabarrus County		800	64.4	524	500	485	1024	1509	898	65.5	519	499	486	1018	1504	888	60.1	529	505	489	1034	1523																																																																																																																																																																																	
	310	Central Cabarrus High	180	62.9	531	500	481	1031	1512	253	68.8	519	496	479	1015	1494	236	65.2	528	501	486	1029	1515																																																																																																																																																																																	
	314	Concord High	143	65.3	507	505	494	1012	1506	140	63.3	505	498	480	1003	1483	128	61.0	518	527	494	1045	1539																																																																																																																																																																																	
	316	Jay M Robinson High	225	69.2	528	499	485	1027	1512	225	67.2	520	507	500	1027	1527	198	55.5	531	512	501	1043	1544																																																																																																																																																																																	
	324	Mt Pleasant High	94	51.9	512	482	468	994	1462	92	52.9	516	487	479	1003	1482	113	53.6	529	493	475	1022	1497																																																																																																																																																																																	
	326	N W Cabarrus High	158	69.3	531	509	489	1040	1529	188	70.4	530	498	489	1028	1517	205	63.7	542	500	490	1042	1532																																																																																																																																																																																	
	333	Performance Learning 															8	57.1	364	398	365	762	1127																																																																																																																																																																																	
132	Kannapolis City		104	44.1	487	461	440	948	1388	86	41.1	502	487	459	989	1448	81	35.7	519	479	475	998	1473																																																																																																																																																																																	
	304	A L Brown High	104	44.1	487	461	440	948	1388	86	41.1	502	487	459	989	1448	81	35.7	519	479	475	998	1473																																																																																																																																																																																	
140	Caldwell County		297	38.5	530	494	495	1024	1519	307	38.9	521	491	481	1012	1493	315	41.1	519	490	478	1009	1487																																																																																																																																																																																	
	305	Caldwell Career Cent 															6	18.8	452	428	415	880	1295																																																																																																																																																																																	
	348	Hibriten High	99	46.3	519	506	517	1025	1542	99	46.0	510	490	490	1000	1490	88	41.7	515	491	486	1006	1492																																																																																																																																																																																	
	386	South Caldwell High	136	40.0	546	503	505	1049	1554	160	44.2	536	501	481	1037	1518	147	43.8	530	503	489	1033	1522																																																																																																																																																																																	
	390	West Caldwell High	62	29.8	512	454	444	966	1410	48	23.3	491	462	465	953	1418	74	41.3	509	469	451	978	1429																																																																																																																																																																																	
150	Camden County		72	72.7	512	488	476	1000	1476	57	62.0	501	480	466	981	1447	77	58.8	490	476	458	966	1424																																																																																																																																																																																	
	304	Camden County High	72	72.7	512	488	476	1000	1476	57	62.0	501	480	466	981	1447	77	58.8	490	476	458	966	1424																																																																																																																																																																																	
160	Carteret County		303	63.0	529	512	494	1041	1535	322	65.3	528	512	493	1040	1533	295	62.2	527	517	494	1044	1538																																																																																																																																																																																	
	313	East Carteret High	57	45.6	493	490	475	983	1458	73	59.8	480	486	459	966	1425	66	52.8	503	521	496	1024	1520																																																																																																																																																																																	
	314	Croatan High School	85	66.9	534	516	498	1050	1548	131	79.9	541	519	501	1060	1561	112	78.3	535	528	503	1063	1566																																																																																																																																																																																	
	344	West Carteret High	161	70.3	539	517	499	1056	1555	118	57.0	542	519	504	1061	1565	117	56.8	533	504	484	1037	1521																																																																																																																																																																																	
16A	Cape Lookout High Charter									1	5.0	.	.	.	.	.	1	4.2	. 	. 	. 	 	.																																																																																																																																																																																	
170	Caswell County		68	38.2	465	443	451	908	1359	88	49.7	457	452	445	909	1354	88	42.9	476	459	441	935	1376																																																																																																																																																																																	
	316	Bartlett Yancey High	68	38.2	465	443	451	908	1359	88	49.7	457	452	445	909	1354	88	42.9	476	459	441	935	1376																																																																																																																																																																																	
180	Catawba County		547	53.5	519	484	469	1003	1472	594	56.4	517	485	465	1002	1467	602	57.6	526	487	471	1013	1484																																																																																																																																																																																	
	308	Bandys High	118	52.2	511	470	461	981	1442	120	62.8	494	465	450	959	1409	122	57.5	504	477	460	981	1441																																																																																																																																																																																	
	320	Bunker Hill High	66	40.2	485	463	443	948	1391	86	47.5	477	438	423	915	1338	75	48.1	509	465	465	974	1439																																																																																																																																																																																	
	340	Fred T Foard High	152	56.3	538	498	481	1036	1517	159	55.2	531	499	478	1030	1508	159	61.2	540	501	486	1041	1527																																																																																																																																																																																	
	348	Maiden High	57	44.9	481	455	434	936	1370	64	45.7	513	488	474	1001	1475	85	55.9	510	448	438	958	1396																																																																																																																																																																																	
	376	St Stephens High	154	65.5	536	500	488	1036	1524	165	65.2	543	509	482	1052	1534	161	61.2	544	512	485	1056	1541																																																																																																																																																																																	
181	Hickory City		184	66.9	524	495	496	1019	1515	190	73.9	522	501	500	1023	1523	200	73.8	534	508	499	1042	1541																																																																																																																																																																																	
	318	Catawba Valley High	*	*	*	*	*	*	*	1	11.1	.	.	.	.	.																																																																																																																																																																																								
	322	Hickory High	182	67.2	523	495	495	1018	1513	189	76.2	523	502	501	1025	1526	200	75.8	534	508	499	1042	1541																																																																																																																																																																																	
182	Newton-Conover City		107	58.2	525	495	473	1020	1493	104	52.0	491	463	450	954	1404	138	64.2	507	474	456	981	1437																																																																																																																																																																																	
	316	Newton-Conover High	107	66.5	525	495	473	1020	1493	104	57.5	491	463	450	954	1404	120	70.2	510	477	459	987	1446																																																																																																																																																																																	
	700	Newton-Conover Healt 															18	78.3	490	451	433	941	1374																																																																																																																																																																																	
190	Chatham County		288	65.2	491	488	475	979	1454	292	61.6	493	474	469	967	1436	281	57.9	506	492	481	998	1479																																																																																																																																																																																	
	316	Chatham Central High	52	50.5	485	459	464	944	1408	55	50.0	490	447	462	937	1399	51	53.1	511	479	473	990	1463																																																																																																																																																																																	
	336	Jordan Matthewes High	83	66.9	465	459	441	924	1365	96	64.0	487	451	446	938	1384	84	48.6	492	481	463	973	1436																																																																																																																																																																																	
	342	Northwood High	153	72.5	507	514	497	1021	1518	141	66.8	498	500	487	998	1485	146	67.9	512	503	493	1015	1508																																																																																																																																																																																	
19B	Woods Charter		21	100.0	542	576	583	1118	1701	16	100.0	533	566	541	1099	1640	15	93.8	616	616	585	1232	1817																																																																																																																																																																																	
200	Cherokee County		122	55.7	517	503	480	1020	1500	96	50.8	513	487	473	1000	1473	114	51.8	504	484	466	988	1454																																																																																																																																																																																	
	308	Andrews High	24	50.0	477	454	443	931	1374	29	72.5	497	474	453	971	1424	33	62.3	477	445	439	922	1361																																																																																																																																																																																	
	314	Hiwassee Dam High	22	50.0	505	509	458	1014	1472	7	38.9	494	464	443	958	1401	14	35.9	540	510	489	1050	1539																																																																																																																																																																																	
	328	Murphy High	76	71.0	534	516	497	1050	1547	60	50.4	522	496	486	1018	1504	67	63.8	509	498	474	1007	1481																																																																																																																																																																																	
210	Edenton/Chowan County		71	47.0	494	482	458	976	1434	96	59.3	482	460	451	942	1393	66	52.0	483	468	441	951	1392																																																																																																																																																																																	
	312	John A Holmes High	71	47.0	494	482	458	976	1434	96	59.3	482	460	451	942	1393	66	52.0	483	468	441	951	1392																																																																																																																																																																																	
220	Clay County		70	80.5	518	509	496	1027	1523	52	59.1	547	521	519	1068	1587	55	70.5	513	495	483	1008	1491																																																																																																																																																																																	
	310	Hayesville High	70	80.5	518	509	496	1027	1523	52	59.1	547	521	519	1068	1587	55	70.5	513	495	483	1008	1491																																																																																																																																																																																	
230	Cleveland County4		475	51.8	513	483	470	996	1466	557	55.6	505	486	470	991	1461	492	51.1	504	482	465	986	1451																																																																																																																																																																																	
	312	Burns High	117	52.5	485	457	450	942	1392	113	48.9	468	453	442	921	1363	112	48.9	481	457	445	938	1383																																																																																																																																																																																	
	324	Crest Senior High	156	52.3	523	486	468	1009	1477	178	57.2	496	476	457	972	1429	151	50.7	511	493	467	1004	1471																																																																																																																																																																																	
	350	Kings Mountain High1	104	46.6	522	484	465	1006	1471	141	54.2	531	502	484	1033	1517	118	49.0	523	489	471	1012	1483																																																																																																																																																																																	
	361	Shelby High	98	59.0	524	507	502	1031	1533	125	68.3	524	511	496	1035	1531	111	59.7	500	486	475	986	1461																																																																																																																																																																																	
240	Columbus County		153	40.4	458	441	442	899	1341	180	47.0	458	430	426	888	1314	163	46.8	459	438	431	897	1328																																																																																																																																																																																	
	334	East Columbus High	48	51.1	429	424	423	853	1276	82	68.3	430	410	397	840	1237	60	55.6	435	423	410	858	1268																																																																																																																																																																																	
	371	South Columbus High	53	32.1	505	461	457	966	1423	57	34.3	517	476	479	993	1472	56	43.8	512	463	483	975	1458																																																																																																																																																																																	
	380	West Columbus High	52	45.2	437	436	445	873	1318	41	42.3	431	406	410	837	1247	47	42.0	426	427	395	853	1248																																																																																																																																																																																	
241	Whiteville City		82	57.3	465	435	441	900	1341	96	57.8	455	439	454	894	1348	77	52.0	447	435	444	882	1326																																																																																																																																																																																	
	316	Whiteville High	82	58.6	465	435	441	900	1341	96	60.4	455	439	454	894	1348	77	54.2	447	435	444	882	1326																																																																																																																																																																																	
250	Craven County		410	50.2	511	500	476	1011	1487	393	46.1	514	497	474	1011	1485	413	43.1	503	481	461	984	1445																																																																																																																																																																																	
	340	Havelock High	121	48.4	495	489	466	984	1450	91	39.2	497	486	461	983	1444	107	36.3	501	495	471	996	1467																																																																																																																																																																																	
	356	New Bern High	221	61.6	518	500	480	1018	1498	231	58.8	530	513	491	1043	1534	238	56.4	504	477	463	981	1444																																																																																																																																																																																	
	372	West Craven High	68	32.9	520	517	480	1037	1517	71	31.3	485	461	434	946	1380	68	28.3	503	477	440	980	1420																																																																																																																																																																																	
260	Cumberland County		1705	54.0	484	475	463	959	1422	1723	54.0	476	466	453	942	1395	1708	53.2	477	469	453	946	1399																																																																																																																																																																																	
	318	Jack Britt High	203	58.2	512	481	470	993	1463	231	59.2	508	488	479	996	1475	245	61.9	512	490	483	1002	1485																																																																																																																																																																																	
	322	Douglas Byrd High	119	49.6	475	458	435	933	1368	125	58.4	449	430	420	879	1299	129	50.4	422	424	408	846	1254																																																																																																																																																																																	
	325	Cape Fear High	119	39.5	517	485	490	1002	1492	124	42.8	501	469	453	970	1423	124	42.9	494	476	460	970	1430																																																																																																																																																																																	
	346	Cumberland Evening Acad.								3	9.7	.	.	.	.	.	2	5.3	. 	. 	. 	 	.																																																																																																																																																																																	
	357	Gray's Creek High 	99	50.3	470	468	451	938	1389	95	43.8	470	462	452	932	1384	88	44.7	477	477	452	954	1406																																																																																																																																																																																	
	359	E E Smith High	141	52.6	432	435	426	867	1293	147	56.8	437	426	416	863	1279	121	49.0	448	426	419	874	1293																																																																																																																																																																																	
	388	Massey Hill Classic	50	71.4	529	519	506	1048	1554	44	80.0	498	507	480	1005	1485	48	77.4	523	525	500	1048	1548																																																																																																																																																																																	
	408	Pine Forest High	177	53.8	484	462	451	946	1397	190	60.9	454	451	437	905	1342	201	62.2	462	460	439	922	1361																																																																																																																																																																																	
	409	Ramsey St HS Alt Program								1	3.8	.	.	.	.	.	1	4.8	. 	. 	. 	. 	.																																																																																																																																																																																	
	411	Reid Ross Classical 	53	79.1	492	496	498	988	1486	55	69.6	461	465	460	926	1386	70	92.1	466	483	472	949	1421																																																																																																																																																																																	
	424	Seventy-First High	187	54.7	460	454	448	914	1362	161	46.1	464	459	433	923	1356	142	42.0	464	467	446	931	1377																																																																																																																																																																																	
	427	South View High	203	54.6	478	470	456	948	1404	200	54.1	470	463	449	933	1382	198	53.8	489	475	455	964	1419																																																																																																																																																																																	
	446	Terry Sanford High	218	76.8	538	541	522	1079	1601	230	74.7	540	533	519	1073	1592	214	70.2	517	509	489	1026	1515																																																																																																																																																																																	
 	451	Web Academy 	5	29.4	458	542	480	1000	1480	2	5.6	.	.	.	.	.																																																																																																																																																																																								
	455	Westover High	131	47.0	425	432	418	857	1275	112	46.1	413	402	402	815	1217	121	46.4	416	419	403	835	1238																																																																																																																																																																																	
270	Currituck County		124	53.2	523	496	483	1019	1502	130	57.0	505	489	472	994	1466	160	56.1	508	485	472	993	1465																																																																																																																																																																																	
	306	Currituck County High	124	53.2	523	496	483	1019	1502	130	57.0	505	489	472	994	1466	160	56.1	508	485	472	993	1465																																																																																																																																																																																	
280	Dare County		226	70.2	531	493	480	1024	1504	249	74.6	514	493	483	1007	1490	265	78.4	521	503	485	1024	1509																																																																																																																																																																																	
	304	Cape Hatteras Secondary	30	62.5	517	485	478	1002	1480	31	66.0	464	455	458	919	1377	27	79.4	529	509	500	1038	1538																																																																																																																																																																																	
	316	Manteo High	68	60.2	535	486	476	1021	1497	86	72.9	521	499	480	1020	1500	70	72.9	510	497	470	1007	1477																																																																																																																																																																																	
	330	First Flight High	127	78.9	533	501	484	1034	1518	131	77.5	520	499	491	1019	1510	168	81.6	525	504	488	1029	1517																																																																																																																																																																																	
290	Davidson County		609	51.9	510	496	483	1006	1489	663	52.3	505	486	473	991	1464	600	49.8	518	495	480	1013	1493																																																																																																																																																																																	
	308	Central Davidson High	80	43.5	502	488	475	990	1465	73	42.4	507	477	465	984	1449	84	40.0	519	488	478	1007	1485																																																																																																																																																																																	
	314	Davidson Co Ext Day								1	4.8	.	.	.	.	.																																																																																																																																																																																								
	315	Davidson Early College								11	64.7	536	533	495	1069	1564	9	100.0	538	542	493	1080	1573																																																																																																																																																																																	
	324	East Davidson High	103	52.3	516	490	480	1006	1486	119	51.5	499	481	476	980	1456	96	56.8	503	489	480	992	1472																																																																																																																																																																																	
	336	Ledford Senior High	115	62.2	508	516	500	1024	1524	125	58.4	507	501	493	1008	1501	131	60.9	527	515	503	1042	1545																																																																																																																																																																																	
	348	North Davidson Sr High	203	63.8	518	499	486	1017	1503	228	63.9	511	486	467	997	1464	185	58.2	524	490	477	1014	1491																																																																																																																																																																																	
	365	South Davidson High	38	40.0	494	486	461	980	1441	44	43.1	477	470	463	947	1410	34	40.5	508	468	449	976	1425																																																																																																																																																																																	
	388	West Davidson High	67	41.9	494	475	466	969	1435	62	47.0	507	485	470	992	1462	61	40.7	501	493	462	994	1456																																																																																																																																																																																	
291	Lexington City		52	44.4	443	441	430	884	1314	45	36.3	444	422	399	866	1265	56	43.4	443	433	423	876	1299																																																																																																																																																																																	
	336	Lexington Sr High	52	47.3	443	441	430	884	1314	45	38.1	444	422	399	866	1265	56	46.3	443	433	423	876	1299																																																																																																																																																																																	
292	Thomasville City		56	49.1	452	438	422	890	1312	65	52.0	449	433	422	882	1304	72	55.8	461	443	425	904	1329																																																																																																																																																																																	
	324	Thomasville High	56	49.1	452	438	422	890	1312	65	52.0	449	433	422	882	1304	72	55.8	461	443	425	904	1329																																																																																																																																																																																	
300	Davie County		173	48.3	536	505	504	1041	1545	163	48.7	529	501	493	1030	1523	212	52.1	526	508	495	1034	1529																																																																																																																																																																																	
	312	Davie High	173	48.3	536	505	504	1041	1545	163	48.8	529	501	493	1030	1523	212	52.1	526	508	495	1034	1529																																																																																																																																																																																	
310	Duplin County 		209	43.7	465	449	441	914	1355	204	44.0	456	454	437	910	1347	208	47.6	449	439	422	888	1310																																																																																																																																																																																	
	344	East Duplin High	70	43.8	497	478	468	975	1443	54	35.3	491	496	478	987	1465	53	33.3	480	454	449	934	1383																																																																																																																																																																																	
	352	James Kenan High	60	48.8	426	422	418	848	1266	53	46.1	409	400	381	809	1190	68	60.2	409	402	391	811	1202																																																																																																																																																																																	
	364	North Duplin Jr Sr High	28	43.8	476	465	459	941	1400	40	51.9	496	499	458	995	1453	33	60.0	454	453	421	907	1328																																																																																																																																																																																	
	392	Wallace-Rose Hill High	51	38.9	460	433	419	893	1312	57	47.9	438	434	435	872	1307	54	49.1	466	461	436	927	1363																																																																																																																																																																																	
320	Durham County		1243	70.5	500	487	475	987	1462	1373	72.8	493	490	473	983	1456	1314	68.4	484	483	469	967	1436																																																																																																																																																																																	
	309	JD Clement Early Col 															46	71.9	462	440	445	902	1347																																																																																																																																																																																	
	312	C E Jordan High	320	85.3	548	536	526	1084	1610	363	91.2	529	531	514	1060	1574	277	83.4	531	538	524	1069	1593																																																																																																																																																																																	
	322	Durham's Perform Lrng															3	16.7																																																																																																																																																																																						
	323	Durham Sch of Arts	134	77.5	528	545	515	1073	1588	131	88.5	527	547	525	1074	1599	153	86.4	519	538	518	1057	1575																																																																																																																																																																																	
	325	Hillside High	144	52.4	418	410	398	828	1226	180	58.3	427	422	407	849	1256	180	65.0	427	427	416	854	1270																																																																																																																																																																																	
	341	Lakeview School								2	18.2	.	.	.	.	.																																																																																																																																																																																								
	353	Middel College High								24	64.9	506	517	493	1023	1516	26	53.1	524	564	544	1088	1632																																																																																																																																																																																	
	356	Northern High	220	64.0	502	481	469	983	1452	242	72.9	483	469	451	952	1403	217	69.8	464	447	435	911	1346																																																																																																																																																																																	
	365	Riverside High	279	83.0	508	488	480	996	1476	280	74.1	520	507	491	1027	1518	261	70.0	510	499	482	1009	1491																																																																																																																																																																																	
	368	Southern High	142	57.5	435	415	402	850	1252	151	56.1	422	425	408	847	1255	150	48.5	419	423	407	842	1249																																																																																																																																																																																	
	700	Southern Sch of Engineering															1	0.0																																																																																																																																																																																						
32D	Kestrel Heights																10	43.5	472	412	428	884	1312																																																																																																																																																																																	
330	Edgecombe County 		142	35.5	469	455	441	924	1365	192	45.7	459	441	421	900	1321	176	42.5	452	434	429	886	1315																																																																																																																																																																																	
	326	Edgecombe Early Coll 	6	50.0	390	420	402	810	1212	6	50.0	448	463	430	911	1341	5	38.5	400	408	394	808	1202																																																																																																																																																																																	
	328	North Edgecombe High	5	9.6	448	416	410	864	1274	19	31.7	462	433	430	895	1325	16	23.9	474	444	426	918	1344																																																																																																																																																																																	
	350	Southwest Edgecombe	72	38.9	471	459	441	930	1371	98	47.8	471	443	419	914	1333	71	40.3	461	441	431	902	1333																																																																																																																																																																																	
	358	Tarboro High	59	39.1	476	457	447	933	1380	69	48.6	442	438	421	880	1301	84	53.2	443	429	429	872	1301																																																																																																																																																																																	
340	Winston-Salem/ Forsyth County 		1867	66.2	516	500	487	1016	1503	2013	66.4	511	502	489	1013	1501	1997	64.5	510	499	488	1009	1497																																																																																																																																																																																	
	330	Carver High	113	52.6	420	402	393	822	1215	143	57.7	403	403	390	806	1196	122	57.3	397	393	382	790	1172																																																																																																																																																																																	
	364	East Forsyth High	270	70.3	526	503	491	1029	1520	284	69.8	519	512	499	1031	1530	226	64.6	533	527	513	1060	1573																																																																																																																																																																																	
	382	R B Glenn High	193	57.8	479	475	462	954	1416	204	55.3	487	475	466	962	1428	201	58.4	482	472	456	954	1410																																																																																																																																																																																	
	446	Forsyth Middle College								9		510	532	476	1042	1518	12	30.0	526	540	532	1066	1598																																																																																																																																																																																	
	454	Mount Tabor High	366	90.1	539	532	517	1071	1588	328	87.0	553	537	525	1090	1615	290	78.2	554	539	527	1093	1620																																																																																																																																																																																	
	460	North Forsyth High	168	54.4	491	467	459	958	1417	145	53.3	479	473	460	952	1412	139	52.7	453	452	441	905	1346																																																																																																																																																																																	
	486	Parkland High	167	62.5	451	436	415	887	1302	155	57.2	439	432	423	871	1294	158	55.1	441	430	413	871	1284																																																																																																																																																																																	
	495	Reagan High								125	74.9	508	502	482	1010	1492	197	77.3	542	539	528	1081	1609																																																																																																																																																																																	
	496	Reynolds High	249	68.0	546	542	529	1088	1617	232	66.7	531	533	526	1064	1590	185	64.0	544	535	529	1079	1608																																																																																																																																																																																	
	556	West Forsyth High	333	75.2	560	525	519	1085	1604	388	82.0	550	534	520	1084	1604	339	77.0	560	527	521	1087	1608																																																																																																																																																																																	
	568	Winston-Salem Prep 															54	79.4	434	450	435	884	1319																																																																																																																																																																																	
	700	Sch Computer Tech At 															18	52.9	414	411	386	825	1211																																																																																																																																																																																	
	701	Sch Of Biotech Atkin 															17	42.5	396	408	382	804	1186																																																																																																																																																																																	
	702	Sch Pre-Engin Atkins 															22	64.7	407	387	375	794	1169																																																																																																																																																																																	
